ds,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,daily_volume,roi,margin,potential_profit,margin_x_volume,fetched_at,source,item_id,_raw_json
2026-07-23 10:00:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:01:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:02:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:03:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:04:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:05:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:06:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:07:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:08:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
2026-07-23 10:09:00+00:00,1784800800.0,6.0,5.0,1007883.0,88720.0,1096603.0,20.0,1.0,1096603.0,1096603.0,2026-08-07T15:11:27.092722+00:00,timeseries_1h,556,"{""timestamp"": 1784800800, ""avgHighPrice"": 6, ""avgLowPrice"": 5, ""highPriceVolume"": 1007883, ""lowPriceVolume"": 88720}"
