ds,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,daily_volume,roi,margin,potential_profit,margin_x_volume,fetched_at,source,item_id,_raw_json
2026-07-23 09:00:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:01:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:02:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:03:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:04:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:05:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:06:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:07:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:08:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
2026-07-23 09:09:00+00:00,1784797200.0,351.0,346.0,1774201.0,200377.0,1974578.0,1.4450867052023122,5.0,9872890.0,9872890.0,2026-08-07T14:37:32.538538+00:00,timeseries_1h,565,"{""timestamp"": 1784797200, ""avgHighPrice"": 351, ""avgLowPrice"": 346, ""highPriceVolume"": 1774201, ""lowPriceVolume"": 200377}"
